DATE|CIVIC_BODY|CATEGORY|SUB_CATEGORY|AREA|LAT|LONG
24-Jan-16|BBMP|Road|Pothole| Maruthi Seva Nagar|13.004|77.635
25-Jan-16|BMTC|Buses|MoreBuses| Chokkasandra|13.039|77.515
24-Jan-16|BBMP|Road|Damage| Sampangiram Nagar|12.993|77.575
25-Jan-16|KSPCB|Pollution|Air| Jogupalya|12.972|77.595
24-Jan-16|BBMP|Road|Damage| Varthur|12.939|77.747
24-Jan-16|BESCOM|Lights|Streelight| Hombegowda Nagar|12.945|77.597
25-Jan-16|Other|Other|Other| Bellanduru|12.924|77.672
25-Jan-16|Other|Other|Other| Neelasandra|12.953|77.615
25-Jan-16|Other|Other|Other| Siddapura|12.945|77.590
24-Jan-16|BBMP|Road|Pothole| Sunkenahalli||
25-Jan-16|BMTC|Buses|MoreBuses| K R Market|12.953|77.539
4-Feb-16|BTP|Violation|Traffic| Kadugodi|12.977|77.729
20-Feb-16|Other|Other|Other| Bellanduru|12.924|77.672
24-Jan-16|BBMP|Road|Maintenance| Hoodi|12.978|77.638
24-Jan-16|BTP|Traffic|TrafficJam| Sarakki|12.910|77.573
23-Jan-16|BBMP|Cleanliness|Garbage| Sarakki|12.910|77.573
25-Jan-16|BBMP|Cleanliness|Garbage| Hoysala Nagar|13.017|77.667
23-Jan-16|BBMP|Cleanliness|Garbage| Vijnana Nagar|12.978|77.682
23-Jan-16|BTP|Violation|Parking| Dharmaraya Swamy Temple|12.956|77.740
23-Jan-16|BBMP|Cleanliness|Garbage| Konankunte|12.884|77.565
23-Jan-16|KSPCB|Pollution|Water| Pattabhiram Nagar|12.925|77.591
23-Jan-16|Other|Other|Other| Hsr Layout|12.910|77.645
23-Jan-16|BTP|Violation|Traffic| Vasanth Nagar|12.991|77.592
23-Jan-16|BTP|Violation|Parking| Vasanth Nagar|12.991|77.592
29-Jan-16|BTP|Violation|Parking| Basaveshwara Nagar|12.996|77.542
29-Jan-16|BTP|Violation|Traffic| Vannarpet|12.954|77.621
24-Jan-16|Other|Other|Other| Gottigere|12.857|77.588
25-Jan-16|BBMP|Cleanliness|Garbage| Chikallasandra|12.913|77.546
23-Jan-16|BBMP|Road|Pothole| Dodda Nekkundi|12.975|77.691
25-Jan-16|Other|Other|Other| Ramamurthy Nagar|13.015|77.678
25-Jan-16|Other|Other|Other| Shantala Nagar|12.972|77.513
23-Jan-16|Other|Other|Other| Singasandra|12.880|77.646
25-Jan-16|BMTC|Buses|MoreBuses| Padmanabha Nagar|12.918|77.556
25-Jan-16|Other|Other|Other| Vishveshwarapura|12.954|77.578
25-Jan-16|BESCOM|Electricity|PowerOutage| Vishveshwarapura|12.954|77.578
25-Jan-16|BWSSB|Sewage|Problem| Basavanapura|13.013|77.713
25-Jan-16|Other|Other|Other| Byatarayanapura|13.061|77.590
25-Jan-16|Other|Other|Other| Shanthi Nagar|12.954|77.596
23-Jan-16|BBMP|Cleanliness|Garbage| Kadugodi|12.977|77.729
23-Jan-16|Other|Other|Other| Koramangala|12.932|77.623
25-Jan-16|Other|Other|Other| Koramangala|12.932|77.623
23-Jan-16|BBMP|Cleanliness|Garbage| A Narayanapura|12.993|77.673
20-Feb-16|BBMP|Road|Pothole| Begur|12.870|77.628
25-Jan-16|BBMP|Animals|StrayAnimal| Hoodi|12.978|77.638
23-Jan-16|Other|Other|Other| Hoodi|12.978|77.638
22-Jan-16|Other|Other|Other| Hombegowda Nagar|12.945|77.597
22-Jan-16|BBMP|Road|Pothole| Ramamurthy Nagar|13.015|77.678
25-Jan-16|BTP|Violation|Parking| Jogupalya|12.972|77.595
25-Jan-16|BMTC|Buses|MoreBuses| Sampangiram Nagar|12.993|77.575
29-Jan-16|BBMP|Cleanliness|Garbage| New Tippasandra|12.977|77.649
29-Jan-16|BTP|Traffic|TrafficJam| Varthur|12.939|77.747
22-Jan-16|BBMP|Animals|StrayAnimal| Jogupalya|12.972|77.595
27-Jan-16|BTP|Traffic|TrafficJam| Dodda Nekkundi|12.975|77.691
25-Jan-16|BMTC|Buses|MoreBuses| Gandhi Nagar|12.979|77.575
22-Jan-16|Other|Other|Other| Ejipura|12.939|77.629
22-Jan-16|Other|Other|Other| Koramangala|12.932|77.623
22-Jan-16|BBMP|Road|Pothole| Jalahalli|13.052|77.542
22-Jan-16|BTP|Traffic|TrafficJam| Bagalakunte|13.056|77.496
22-Jan-16|Other|Other|Other| Ulsoor|12.982|77.619
22-Jan-16|BWSSB|Sewage|Problem| Basaveshwara Nagar|12.996|77.542
22-Jan-16|BWSSB|Sewage|Problem| Basaveshwara Nagar|12.996|77.542
22-Jan-16|BBMP|Road|Pothole| Other||
22-Jan-16|BBMP|Cleanliness|Garbage| Gandhi Nagar|12.979|77.575
22-Jan-16|BBMP|Cleanliness|Garbage| Gandhi Nagar|12.979|77.575
22-Jan-16|BBMP|Cleanliness|Garbage| Gandhi Nagar|12.979|77.575
22-Jan-16|BBMP|Cleanliness|Garbage| Gandhi Nagar|12.979|77.575
22-Jan-16|Other|Other|Other| Vasanth Nagar|12.991|77.592
22-Jan-16|BMTC|Others|Other| Malleswaram|13.008|77.565
22-Jan-16|BWSSB|Sewage|Problem| Basavanapura|13.013|77.713
22-Jan-16|BBMP|Road|Maintenance| Other||
22-Jan-16|BBMP|Cleanliness|Garbage| Yediyur|12.931|77.572
22-Jan-16|BBMP|Road|Damage| Sunkenahalli||
22-Jan-16|BBMP|Cleanliness|Garbage| Pattabhiram Nagar|12.925|77.591
22-Jan-16|Other|Other|Other| Vishveshwarapura|12.954|77.578
22-Jan-16|Other|Other|Other| Vishveshwarapura|12.954|77.578
22-Jan-16|BBMP|Animals|StrayAnimal| Malleswaram|13.008|77.565
22-Jan-16|Other|Other|Other| Koramangala|12.932|77.623
22-Jan-16|Other|Other|Other| Koramangala|12.932|77.623
22-Jan-16|Other|Other|Other| Koramangala|12.932|77.623
22-Jan-16|Other|Other|Other| Koramangala|12.932|77.623
23-Jan-16|BBMP|Cleanliness|Garbage| Kumaraswamy Layout|12.901|77.565
22-Jan-16|BMTC|Buses|MoreBuses| Hemmigepura|12.886|77.490
22-Jan-16|BBMP|Cleanliness|Garbage| Uttarahalli|12.907|77.552
4-Feb-16|BTP|Traffic|TrafficJam| Uttarahalli|12.907|77.552
4-Feb-16|Other|Other|Other| Kumaraswamy Layout|12.901|77.565
22-Jan-16|Other|Other|Other| Adugodi|12.972|77.595
22-Jan-16|Other|Other|Other| Adugodi|12.972|77.595
22-Jan-16|Other|Other|Other| Hoysala Nagar|13.017|77.667
22-Jan-16|BBMP|Animals|StrayAnimal| New Tippasandra|12.977|77.649
22-Jan-16|BMTC|Buses|MoreBuses| Maruthi Mandira|13.090|77.488
22-Jan-16|Other|Other|Other| Hal Airport|12.971|77.650
22-Jan-16|BBMP|Cleanliness|Garbage| Kodigehalli|13.058|77.576
28-Jan-16|BTP|Traffic|TrafficJam| Dodda Nekkundi|12.975|77.691
22-Jan-16|BWSSB|Sewage|Problem| Bilekahalli|12.897|77.611
20-Feb-16|Other|Other|Other| Madivala|12.923|77.617
22-Jan-16|Other|Other|Other| Puttenahalli|12.894|77.581
21-Jan-16|Other|Other|Other| Hbr Layout|13.019|77.647
21-Jan-16|BWSSB|Sewage|Problem| Bilekahalli|12.897|77.611
21-Jan-16|BTP|Traffic|TrafficJam| Agaram|12.964|77.621
22-Jan-16|Other|Other|Other| Jogupalya|12.972|77.595
22-Jan-16|BBMP|Road|Maintenance| Deepanjali Nagar|12.950|77.530
22-Jan-16|BWSSB|Sewage|Problem| Nagapura|13.002|77.548
22-Jan-16|Other|Other|Other| Shakambari Nagar|12.912|77.576
20-Feb-16|Other|Other|Other| Shakambari Nagar|12.912|77.576
21-Jan-16|BESCOM|Lights|Streelight| Hal Airport|12.971|77.650
21-Jan-16|BTP|Violation|Parking| Chamrajapet|12.972|77.595
22-Jan-16|BMTC|Others|Other| Sunkenahalli||
22-Jan-16|BTP|Violation|Traffic| Sunkenahalli||
20-Feb-16|BESCOM|Lights|Streelight| Hal Airport|12.971|77.650
22-Jan-16|BBMP|Road|Pothole| Rajarajeshwari Nagar|12.924|77.522
22-Jan-16|BTP|Traffic|TrafficJam| Shantala Nagar|12.972|77.513
21-Jan-16|BBMP|Road|Pothole| Bellanduru|12.924|77.672
21-Jan-16|BBMP|Cleanliness|Garbage| Varthur|12.939|77.747
21-Jan-16|Other|Other|Other| Chamrajapet|12.972|77.595
20-Feb-16|Other|Other|Other| Rayapuram|12.966|77.553
20-Feb-16|Other|Other|Other| Btm Layout|12.913|77.609
21-Jan-16|BBMP|Road|Maintenance| Hosahalli|13.148|77.645
22-Jan-16|BBMP|Road|Maintenance| Hosahalli|13.148|77.645
21-Jan-16|BTP|Traffic|TrafficJam| Hsr Layout|12.910|77.645
20-Feb-16|BBMP|Road|Pothole| Sunkenahalli||
21-Jan-16|BBMP|Road|Maintenance| Sunkenahalli||
27-Jan-16|BTP|Traffic|TrafficJam| Dodda Nekkundi|12.975|77.691
22-Jan-16|BBMP|Road|Pothole| Hagadur|12.966|77.757
21-Jan-16|BBMP|Animals|StrayAnimal| Hsr Layout|12.910|77.645
27-Jan-16|BTP|Traffic|TrafficJam| Dodda Nekkundi|12.975|77.691
21-Jan-16|Other|Other|Other| Sarakki|12.910|77.573
21-Jan-16|Other|Other|Other| Hsr Layout|12.910|77.645
21-Jan-16|BBMP|Road|Maintenance| Dodda Nekkundi|12.975|77.691
21-Jan-16|BTP|Violation|Traffic| Adugodi|12.972|77.595
21-Jan-16|Other|Other|Other| Karisandra||
21-Jan-16|BESCOM|Lights|Streelight| Begur|12.870|77.628
21-Jan-16|BBMP|Cleanliness|Garbage| Dodda Nekkundi|12.975|77.691
27-Jan-16|BTP|Violation|Parking| Garudachar Palya|12.988|77.701
27-Jan-16|KSPCB|Pollution|Air| Puttenahalli|12.894|77.581
21-Jan-16|BBMP|Road|Pothole| Dodda Bommasandra|13.063|77.563
21-Jan-16|BTP|Traffic|TrafficJam| Sunkenahalli||
21-Jan-16|BTP|Traffic|TrafficJam| Sunkenahalli||
21-Jan-16|BTP|Traffic|TrafficJam| Sunkenahalli||
21-Jan-16|BTP|Traffic|TrafficJam| Sunkenahalli||
21-Jan-16|BTP|Traffic|TrafficJam| Jayamahal|13.004|77.599
21-Jan-16|BWSSB|Water|Problem| Shakambari Nagar|12.912|77.576
21-Jan-16|Other|Other|Other| Dodda Nekkundi|12.975|77.691
21-Jan-16|BESCOM|Lights|Streelight| Bilekahalli|12.897|77.611
21-Jan-16|BBMP|Cleanliness|Garbage| Varthur|12.939|77.747
21-Jan-16|BBMP|Cleanliness|Garbage| Varthur|12.939|77.747
21-Jan-16|BWSSB|Sewage|Problem| Agaram|12.964|77.621
21-Jan-16|BESCOM|Lights|Streelight| Agaram|12.964|77.621
21-Jan-16|BBMP|Cleanliness|Garbage| Madivala|12.923|77.617
21-Jan-16|BWSSB|Sewage|Problem| Vasanth Nagar|12.991|77.592
21-Jan-16|BBMP|Animals|StrayAnimal| Hsr Layout|12.910|77.645
21-Jan-16|BBMP|Cleanliness|Garbage| Hemmigepura|12.886|77.490
21-Jan-16|Other|Other|Other| Nagarabhavi|12.972|77.513
21-Jan-16|BBMP|Cleanliness|Garbage| Jnana Bharathi|12.952|77.516
21-Jan-16|BMTC|Buses|MoreBuses| Uttarahalli|12.907|77.552
21-Jan-16|BBMP|Road|Pothole| Bilekahalli|12.897|77.611
21-Jan-16|BBMP|Cleanliness|Garbage| Hampi Nagar|12.962|77.537
21-Jan-16|Other|Other|Other| Jakkasandra|12.923|77.639
21-Jan-16|BMTC|Buses|MoreBuses| Dharmaraya Swamy Temple|12.956|77.740
21-Jan-16|BTP|Traffic|TrafficJam| Suddagunte Palya|12.983|77.655
20-Jan-16|BMTC|Buses|MoreBuses| Varthur|12.939|77.747
21-Jan-16|BTP|Traffic|TrafficJam| Benniganahalli|12.998|77.664
20-Jan-16|BBMP|Road|Damage| Bilekahalli|12.897|77.611
20-Jan-16|BBMP|Cleanliness|Garbage| Benniganahalli|12.998|77.664
20-Jan-16|BBMP|Cleanliness|Garbage| Benniganahalli|12.998|77.664
20-Jan-16|BMTC|Others|Other| Govindaraja Nagar|12.976|77.535
20-Jan-16|BBMP|Road|Maintenance| Kadu Malleshwara||
20-Jan-16|Other|Other|Other| Kadu Malleshwara||
20-Jan-16|BMTC|Others|Other| Marappana Palya|12.948|77.498
20-Jan-16|BBMP|Road|Pothole| Bommanahalli|12.898|77.618
20-Jan-16|Other|Other|Other| Hsr Layout|12.910|77.645
20-Jan-16|BBMP|Road|Pothole| Bilekahalli|12.897|77.611
20-Jan-16|BESCOM|Electricity|PowerOutage| Other||
20-Jan-16|BESCOM|Electricity|PowerOutage| Singasandra|12.880|77.646
20-Jan-16|BBMP|Cleanliness|Garbage| Jaraganahalli|12.899|77.576
20-Jan-16|BESCOM|Electricity|PowerOutage| Bilekahalli|12.897|77.611
20-Jan-16|Other|Other|Other| Byatarayanapura|13.061|77.590
21-Jan-16|BTP|Traffic|TrafficJam| Koramangala|12.932|77.623
20-Jan-16|BBMP|Road|Maintenance| Jp Nagar|12.911|77.586
20-Jan-16|BBMP|Animals|StrayAnimal| Rajaji Nagar|12.972|77.595
20-Jan-16|BBMP|Cleanliness|Garbage| Koramangala|12.932|77.623
20-Jan-16|BMTC|Buses|MoreBuses| Shettihalli|13.515|76.244
20-Jan-16|BBMP|Cleanliness|Garbage| Basaveshwara Nagar|12.996|77.542
20-Jan-16|BBMP|Animals|StrayAnimal| Jeevanbhima Nagar|12.963|77.661
20-Jan-16|BWSSB|Water|Problem| Jayanagar East|12.933|77.584
20-Jan-16|BBMP|Animals|StrayAnimal| C V Raman Nagar|12.985|77.662
20-Jan-16|BMTC|Others|Other| Other||
25-Jan-16|BBMP|Cleanliness|Garbage| Basavanapura|13.013|77.713
30-Jan-16|BBMP|Road|Maintenance| Kumaraswamy Layout|12.901|77.565
20-Jan-16|Other|Other|Other| Prakash Nagar|12.993|77.558
20-Jan-16|BMTC|Infrastructure|BusShelter| Jnana Bharathi|12.952|77.516
20-Jan-16|BTP|Violation|Parking| Dodda Nekkundi|12.975|77.691
20-Jan-16|BBMP|Animals|StrayAnimal| Begur|12.870|77.628
20-Jan-16|BESCOM|Lights|Streelight| Agaram|12.964|77.621
19-Jan-16|BBMP|Animals|StrayAnimal| Gottigere|12.857|77.588
20-Jan-16|BBMP|Cleanliness|Garbage| Lingarajapura|13.008|77.631
20-Jan-16|BESCOM|Lights|Streelight| Jogupalya|12.972|77.595
20-Jan-16|BMTC|Buses|MoreBuses| Dodda Bidarakallu|13.033|77.491
20-Jan-16|BTP|Traffic|TrafficJam| Marathahalli|12.951|77.700
20-Jan-16|BTP|Traffic|TrafficJam| Dharmaraya Swamy Temple|12.956|77.740
20-Jan-16|BBMP|Road|Maintenance| Rajarajeshwari Nagar|12.924|77.522
19-Jan-16|BBMP|Cleanliness|Garbage| Yelchenahalli|12.900|77.571
19-Jan-16|Other|Other|Other| Sampangiram Nagar|12.993|77.575
19-Jan-16|BMTC|Buses|MoreBuses| Srinagar|12.953|77.548
30-Jan-16|BBMP|Road|Maintenance| Rajarajeshwari Nagar|12.924|77.522
20-Jan-16|Other|Other|Other| Kaval Bairasandra|13.023|77.610
19-Jan-16|BBMP|Road|Pothole| Begur|12.870|77.628
19-Jan-16|BTP|Violation|Parking| Sunkenahalli||
19-Jan-16|BTP|Violation|Traffic| Vishveshwarapura|12.954|77.578
19-Jan-16|BBMP|Road|Pothole| Vishveshwarapura|12.954|77.578
21-Jan-16|BTP|Traffic|TrafficJam| Thanisandra|13.063|77.636
19-Jan-16|BBMP|Cleanliness|Garbage| Jeevanbhima Nagar|12.963|77.661
21-Jan-16|BTP|Traffic|TrafficJam| Karisandra||
19-Jan-16|BBMP|Cleanliness|Garbage| Bellanduru|12.924|77.672
19-Jan-16|BMTC|Buses|MoreBuses| K R Market|12.953|77.539
19-Jan-16|BMTC|Buses|MoreBuses| Jp Nagar|12.911|77.586
19-Jan-16|BESCOM|Lights|Streelight| Varthur|12.939|77.747
19-Jan-16|BTP|Violation|Traffic| Shantala Nagar|12.972|77.513
30-Jan-16|BBMP|Road|Pothole| Pattabhiram Nagar|12.925|77.591
19-Jan-16|BBMP|Road|Pothole| Bellanduru|12.924|77.672
19-Jan-16|BBMP|Cleanliness|Garbage| Marenahalli|13.119|77.679
19-Jan-16|BBMP|Animals|StrayAnimal| Bellanduru|12.924|77.672
19-Jan-16|BBMP|Cleanliness|Garbage| Bellanduru|12.924|77.672
20-Jan-16|KSPCB|Pollution|Air| Gottigere|12.857|77.588
19-Jan-16|BTP|Violation|Parking| Byatarayanapura|13.061|77.590
19-Jan-16|BBMP|Cleanliness|Garbage| Jnana Bharathi|12.952|77.516
19-Jan-16|BTP|Traffic|TrafficJam| Byatarayanapura|13.061|77.590
19-Jan-16|BBMP|Road|Pothole| Sunkenahalli||
19-Jan-16|BBMP|Road|Maintenance| Vishveshwarapura|12.954|77.578
19-Jan-16|BWSSB|Water|Problem| Begur|12.870|77.628
19-Jan-16|Other|Other|Other| Vijayanagar|12.977|77.726
19-Jan-16|BBMP|Road|Pothole| Rajarajeshwari Nagar|12.924|77.522
19-Jan-16|BMTC|Buses|MoreBuses| Sarakki|12.910|77.573
19-Jan-16|BTP|Traffic|TrafficJam| Hoodi|12.978|77.638
20-Jan-16|BBMP|Animals|StrayAnimal| Begur|12.870|77.628
19-Jan-16|BESCOM|Lights|Streelight| Hbr Layout|13.019|77.647
19-Jan-16|BBMP|Road|Pothole| Peenya Industrial Area|13.009|77.500
19-Jan-16|BBMP|Animals|StrayAnimal| Kottigepalya|12.986|77.512
19-Jan-16|Other|Other|Other| Varthur|12.939|77.747
24-Jan-16|BBMP|Cleanliness|Garbage| Vasanthapura|12.894|77.552
19-Jan-16|BTP|Traffic|TrafficJam| Dodda Nekkundi|12.975|77.691
24-Jan-16|BBMP|Cleanliness|Garbage| Vasanthapura|12.894|77.552
19-Jan-16|KSPCB|Pollution|Air| Jayamahal|13.004|77.599
24-Jan-16|BBMP|Cleanliness|Garbage| Nandini Layout|13.012|77.536
19-Jan-16|BESCOM|Lights|Streelight| Hsr Layout|12.910|77.645
19-Jan-16|BWSSB|Water|Problem| Varthur|12.939|77.747
19-Jan-16|BWSSB|Sewage|Problem| Atturu|13.100|77.568
19-Jan-16|BBMP|Cleanliness|Garbage| Jalahalli|13.052|77.542
19-Jan-16|BESCOM|Lights|Streelight| Other||
19-Jan-16|BMTC|Buses|MoreBuses| Domlur|12.960|77.641
18-Jan-16|BBMP|Cleanliness|Garbage| Dodda Nekkundi|12.975|77.691
19-Jan-16|Other|Other|Other| Vishveshwarapura|12.954|77.578
18-Jan-16|BBMP|Road|Pothole| Konena Agrahara|12.958|77.661
19-Jan-16|KSPCB|Pollution|Air| Konankunte|12.884|77.565
19-Jan-16|BMTC|Buses|MoreBuses| Ramamurthy Nagar|13.015|77.678
19-Jan-16|Other|Other|Other| Sudham Nagara|12.957|77.586
18-Jan-16|BBMP|Cleanliness|Garbage| Hbr Layout|13.019|77.647
18-Jan-16|BBMP|Cleanliness|Garbage| Okalipuram|12.984|77.566
19-Jan-16|BESCOM|Lights|Streelight| Atturu|13.100|77.568
18-Jan-16|Other|Other|Other| Byrasandra|13.005|77.627
18-Jan-16|Other|Other|Other| Dodda Nekkundi|12.975|77.691
18-Jan-16|BMTC|Infrastructure|BusShelter| Thanisandra|13.063|77.636
18-Jan-16|BBMP|Road|Maintenance| Jnana Bharathi|12.952|77.516
18-Jan-16|Other|Other|Other| Garudachar Palya|12.988|77.701
18-Jan-16|BBMP|Cleanliness|Garbage| Hsr Layout|12.910|77.645
18-Jan-16|Other|Other|Other| Karisandra||
18-Jan-16|BTP|Violation|Traffic| Girinagar|12.939|77.544
18-Jan-16|BBMP|Cleanliness|Garbage| New Tippasandra|12.977|77.649
18-Jan-16|BBMP|Road|Pothole| Kodigehalli|13.058|77.576
18-Jan-16|BBMP|Road|Pothole| Jeevanbhima Nagar|12.963|77.661
18-Jan-16|BBMP|Animals|StrayAnimal| Shakambari Nagar|12.912|77.576
18-Jan-16|BTP|Traffic|TrafficJam| Vijnanapura|13.003|77.672
18-Jan-16|BBMP|Cleanliness|Garbage| Chikallasandra|12.913|77.546
18-Jan-16|Other|Other|Other| Basaveshwara Nagar|12.996|77.542
19-Jan-16|BBMP|Cleanliness|Garbage| Shakthi Ganapathi Nagar|12.992|77.537
18-Jan-16|BTP|Traffic|TrafficJam| Sampangiram Nagar|12.993|77.575
19-Jan-16|BTP|Traffic|TrafficJam| Hsr Layout|12.910|77.645
18-Jan-16|BTP|Traffic|TrafficJam| Dodda Nekkundi|12.975|77.691
18-Jan-16|BMTC|Others|Other| Aramane Nagara|13.014|77.583
18-Jan-16|BBMP|Road|Pothole| Uttarahalli|12.907|77.552
18-Jan-16|Other|Other|Other| Girinagar|12.939|77.544
18-Jan-16|BTP|Traffic|TrafficJam| Koramangala|12.932|77.623
18-Jan-16|BBMP|Animals|StrayAnimal| Vijnana Nagar|12.978|77.682
24-Jan-16|BBMP|Animals|StrayAnimal| Dodda Nekkundi|12.975|77.691
18-Jan-16|BMTC|Buses|MoreBuses| Hombegowda Nagar|12.945|77.597
18-Jan-16|BTP|Traffic|TrafficJam| Aramane Nagara|13.014|77.583
18-Jan-16|BBMP|Road|Damage| Hsr Layout|12.910|77.645
24-Jan-16|BBMP|Animals|StrayAnimal| Vijnana Nagar|12.978|77.682
18-Jan-16|BBMP|Cleanliness|Garbage| Vijnana Nagar|12.978|77.682
19-Jan-16|BBMP|Road|Pothole| Other||
18-Jan-16|BMTC|Buses|MoreBuses| Gandhi Nagar|12.979|77.575
17-Jan-16|BBMP|Cleanliness|Garbage| Konankunte|12.884|77.565
18-Jan-16|Other|Other|Other| Hsr Layout|12.910|77.645
17-Jan-16|BMTC|Others|Other| Dodda Nekkundi|12.975|77.691
17-Jan-16|BBMP|Cleanliness|Garbage| Malleswaram|13.008|77.565
17-Jan-16|Other|Other|Other| Gottigere|12.857|77.588
17-Jan-16|BESCOM|Lights|Streelight| Vishveshwarapura|12.954|77.578
18-Jan-16|BTP|Traffic|TrafficJam| Shettihalli|13.515|76.244
17-Jan-16|BBMP|Animals|StrayAnimal| Pulikeshinagar|12.997|77.614
18-Jan-16|BMTC|Others|Other| Maruthi Mandira|13.090|77.488
28-Jan-16|BBMP|Road|Pothole| Hbr Layout|13.019|77.647
18-Jan-16|BTP|Traffic|TrafficJam| K R Market|12.953|77.539
18-Jan-16|Other|Other|Other| Neelasandra|12.953|77.615
17-Jan-16|BTP|Traffic|TrafficJam| Mangamannapalya|12.9027|77.635
18-Jan-16|BTP|Traffic|TrafficJam| Bellanduru|12.924|77.672
18-Jan-16|Other|Other|Other| Jakkasandra|12.923|77.639
18-Jan-16|BMTC|Infrastructure|BusShelter| Varthur|12.939|77.747
17-Jan-16|BBMP|Cleanliness|Garbage| Maruthi Seva Nagar|13.004|77.635
18-Jan-16|BTP|Traffic|TrafficJam| Koramangala|12.932|77.623
18-Jan-16|BBMP|Animals|StrayAnimal| Karisandra||
18-Jan-16|BMTC|Buses|MoreBuses| Dharmaraya Swamy Temple|12.956|77.740
16-Jan-16|Other|Other|Other| Hagadur|12.966|77.757
16-Jan-16|Other|Other|Other| Basavanapura|13.013|77.713
16-Jan-16|Other|Other|Other| Other||
16-Jan-16|BBMP|Road|Pothole| Sampangiram Nagar|12.993|77.575
18-Jan-16|BTP|Traffic|TrafficJam| Ejipura|12.939|77.629
18-Jan-16|BTP|Traffic|TrafficJam| Koramangala|12.932|77.623
18-Jan-16|BTP|Traffic|TrafficJam| Ejipura|12.939|77.629
16-Jan-16|BBMP|Road|Pothole| Koramangala|12.932|77.623
16-Jan-16|BMTC|Buses|MoreBuses| Vidya Peeta|12.933|77.561
16-Jan-16|BTP|Violation|Parking| Sampangiram Nagar|12.993|77.575
16-Jan-16|Other|Other|Other| Dharmaraya Swamy Temple|12.956|77.740
16-Jan-16|BBMP|Cleanliness|Garbage| Jogupalya|12.972|77.595
19-Jan-16|BWSSB|Sewage|Problem| Shakambari Nagar|12.912|77.576
16-Jan-16|BTP|Traffic|TrafficJam| Hmt|13.050|77.527
16-Jan-16|Other|Other|Other| Sunkenahalli||
16-Jan-16|BTP|Violation|Parking| Sampangiram Nagar|12.993|77.575
16-Jan-16|BBMP|Road|Maintenance| Pattabhiram Nagar|12.925|77.591
16-Jan-16|BBMP|Animals|StrayAnimal| Btm Layout|12.913|77.609
16-Jan-16|BBMP|Animals|StrayAnimal| Domlur|12.960|77.641
16-Jan-16|Other|Other|Other| Bellanduru|12.924|77.672
16-Jan-16|Other|Other|Other| Bellanduru|12.924|77.672
15-Jan-16|Other|Other|Other| Mudalapalya|12.972|77.523
16-Jan-16|BBMP|Animals|StrayAnimal| Jayanagar East|12.933|77.584
16-Jan-16|BBMP|Road|Pothole| Rajarajeshwari Nagar|12.924|77.522
16-Jan-16|BBMP|Cleanliness|Garbage| Hebbal|13.032|77.599
26-Jan-16|BBMP|Cleanliness|Garbage| Gayathri Nagar|13.001|77.558
16-Jan-16|Other|Other|Other| Begur|12.870|77.628
15-Jan-16|BBMP|Animals|StrayAnimal| Kadugondanahalli|13.017|77.622
15-Jan-16|Other|Other|Other| Dharmaraya Swamy Temple|12.956|77.740
15-Jan-16|BTP|Violation|Traffic| Koramangala|12.932|77.623
15-Jan-16|BTP|Traffic|TrafficJam| Jp Nagar|12.911|77.586
16-Jan-16|BTP|Traffic|TrafficJam| Jp Nagar|12.911|77.586
20-Jan-16|BTP|Traffic|TrafficJam| Adugodi|12.972|77.595
20-Jan-16|Other|Other|Other| Dharmaraya Swamy Temple|12.956|77.740
15-Jan-16|BTP|Traffic|TrafficJam| Vishwanath Nagenahalli|13.039|77.605
20-Jan-16|BTP|Traffic|TrafficJam| Hosakerehalli|12.922|77.536
20-Jan-16|BBMP|Cleanliness|Garbage| Shantala Nagar|12.972|77.513
20-Jan-16|Other|Other|Other| Sampangiram Nagar|12.993|77.575
15-Jan-16|BESCOM|Electricity|PowerOutage| Deepanjali Nagar|12.950|77.530
16-Jan-16|Other|Other|Other| Dharmaraya Swamy Temple|12.956|77.740
15-Jan-16|BBMP|Cleanliness|Garbage| Thanisandra|13.063|77.636
15-Jan-16|BMTC|Others|Other| Banasavadi|13.056|77.496
15-Jan-16|BTP|Traffic|TrafficJam| Bellanduru|12.924|77.672
20-Jan-16|Other|Other|Other| Deepanjali Nagar|12.950|77.530
16-Jan-16|BTP|Violation|Traffic| Arekere|12.885|77.588
16-Jan-16|Other|Other|Other| Attiguppe|12.961|77.530
19-Jan-16|BBMP|Cleanliness|Garbage| Hemmigepura|12.886|77.490
15-Jan-16|BBMP|Cleanliness|Garbage| Konena Agrahara|12.958|77.661
15-Jan-16|BBMP|Road|Pothole| Hongasandra|12.893|77.628
15-Jan-16|KSPCB|Pollution|Water| Hongasandra|12.893|77.628
27-Jan-16|BBMP|Cleanliness|Garbage| Koramangala|12.932|77.623
15-Jan-16|BTP|Traffic|TrafficJam| Shakambari Nagar|12.912|77.576
20-Jan-16|BBMP|Animals|StrayAnimal| Dodda Nekkundi|12.975|77.691
15-Jan-16|BTP|Traffic|TrafficJam| Horamavu|13.027|77.661
20-Jan-16|BBMP|Cleanliness|Garbage| Yelchenahalli|12.900|77.571
15-Jan-16|BTP|Traffic|TrafficJam| Attiguppe|12.961|77.530
15-Jan-16|BTP|Traffic|TrafficJam| Sampangiram Nagar|12.993|77.575
26-Jan-16|BBMP|Cleanliness|Garbage| Kacharkanahalli|13.016|77.632
15-Jan-16|BBMP|Cleanliness|Garbage| Bommanahalli|12.898|77.618
